lunch,test_preparation_course,math_score,reading_score,writing_score,science_score,total_score,roll_no,gender,race_ethnicity,parental_level_of_education,Cluster
1,0,55,72,96,75,298,std-565,male,group C,some college,2
0,0,83,94,100,86,363,std-566,male,group D,some college,4
0,0,25,56,81,71,233,std-567,male,group A,some high school,0
1,0,22,100,41,48,211,std-568,male,group B,master's degree,0
1,0,97,55,71,87,310,std-570,male,group D,some college,4
1,0,70,63,100,48,281,std-571,male,group D,high school,4
1,0,25,22,66,70,183,std-572,male,group C,bachelor's degree,2
0,0,78,42,91,100,311,std-573,male,group D,master's degree,4
1,1,58,95,100,88,341,std-574,male,group B,some high school,0
0,1,0,48,86,82,216,std-575,male,group D,some college,4
1,1,51,58,76,81,266,std-576,male,group B,some college,0
1,1,45,100,87,59,291,std-577,male,group E,some high school,0
0,1,23,97,49,44,213,std-578,male,group C,associate's degree,2
0,0,100,31,74,74,279,std-579,male,group B,high school,0
1,0,40,61,65,67,233,std-580,male,group C,high school,2
1,0,30,62,89,42,223,std-581,male,group E,bachelor's degree,0
1,1,30,73,61,51,215,std-582,male,group B,some college,0
1,0,53,68,52,69,242,std-583,male,group C,high school,2
0,1,66,86,88,45,285,std-584,male,group B,bachelor's degree,0
1,1,56,57,56,46,215,std-585,male,group C,master's degree,2
1,0,33,78,85,96,292,std-586,male,group E,some high school,0
0,0,11,79,54,52,196,std-587,male,group D,associate's degree,4
1,0,70,92,77,48,287,std-588,male,group B,associate's degree,0
0,1,18,42,70,39,169,std-589,male,group B,some college,0
1,0,67,100,85,99,351,std-590,male,group C,high school,2
1,1,18,70,44,65,197,std-591,male,group C,high school,2
0,1,72,97,92,52,313,std-592,male,group C,high school,2
1,0,68,48,69,86,271,std-593,male,group C,bachelor's degree,2
1,0,72,58,100,88,318,std-594,male,group B,bachelor's degree,0
1,0,93,89,77,36,295,std-595,male,group C,master's degree,2
1,1,47,72,100,58,277,std-596,male,group B,some college,0
1,1,39,35,44,96,214,std-597,male,group B,high school,0
1,1,33,93,80,74,280,std-598,male,group D,some high school,4
1,0,50,97,78,79,304,std-599,male,group B,some college,0
1,0,32,82,61,69,244,std-600,male,group D,associate's degree,4
0,0,70,87,85,42,284,std-601,male,group C,associate's degree,2
0,0,33,87,54,14,188,std-602,male,group E,associate's degree,0
0,1,29,77,81,76,263,std-603,male,group D,associate's degree,4
0,0,61,81,33,80,255,std-604,male,group B,some high school,0
1,1,50,17,34,60,161,std-605,male,group B,master's degree,0
1,0,36,79,66,59,240,std-606,male,group B,high school,0
0,0,70,37,76,42,225,std-607,male,group E,bachelor's degree,0
0,0,46,84,73,80,283,std-608,male,group E,high school,0
1,1,48,80,47,58,233,std-609,male,group B,bachelor's degree,0
0,0,74,87,35,77,273,std-610,male,group A,associate's degree,0
0,0,90,70,96,37,293,std-611,male,group D,high school,4
1,0,24,65,93,35,217,std-612,male,group E,bachelor's degree,0
1,1,12,34,76,66,188,std-613,male,group A,some college,0
1,0,85,76,74,58,293,std-614,male,group C,associate's degree,2
1,0,50,41,76,77,244,std-615,male,group E,high school,0
1,0,24,58,100,39,221,std-616,male,group D,bachelor's degree,4
0,0,29,91,51,65,236,std-617,male,group D,master's degree,4
1,1,26,55,55,54,190,std-618,male,group C,some college,2
1,1,98,60,90,100,348,std-619,male,group C,bachelor's degree,2
1,1,48,65,63,57,233,std-620,male,group C,some high school,2
0,0,86,87,95,90,358,std-621,male,group C,high school,2
0,0,81,100,100,65,346,std-622,male,group B,some college,0
0,1,29,79,45,35,188,std-623,male,group D,high school,4
0,0,35,66,95,67,263,std-624,male,group A,some high school,0
1,0,59,51,43,72,225,std-625,male,group D,some college,4
1,0,90,85,94,38,307,std-626,male,group C,some high school,2
1,0,96,36,78,76,286,std-627,male,group C,bachelor's degree,2
1,0,19,44,61,56,180,std-629,male,group B,bachelor's degree,0
1,1,76,66,89,96,327,std-630,male,group B,associate's degree,0
0,0,78,38,28,44,188,std-631,male,group C,some high school,2
1,0,48,77,81,15,221,std-632,male,group E,master's degree,0
1,1,40,86,54,28,208,std-633,male,group C,some high school,2
1,0,63,79,85,55,282,std-634,male,group D,some high school,4
0,0,41,76,81,72,270,std-635,male,group D,some high school,4
1,1,24,49,59,36,168,std-636,male,group E,bachelor's degree,0
0,0,42,70,94,82,288,std-637,male,group D,associate's degree,4
1,1,100,40,38,59,237,std-638,male,group D,some high school,4
0,1,78,35,81,50,244,std-639,male,group E,high school,0
1,1,100,61,38,29,228,std-640,male,group C,high school,2
1,1,52,49,44,65,210,std-641,male,group B,high school,0
1,1,69,49,61,36,215,std-642,male,group B,some college,0
1,0,43,72,71,43,229,std-643,male,group C,high school,2
0,0,79,75,69,77,300,std-644,male,group E,some high school,0
0,1,66,94,73,100,333,std-645,male,group E,associate's degree,0
1,0,21,100,79,100,300,std-655,male,group C,some college,2
1,1,69,100,71,86,326,std-656,male,group C,some high school,2
0,0,68,98,89,76,331,std-657,male,group D,associate's degree,4
1,0,20,74,87,60,241,std-658,male,group D,high school,4
1,1,54,48,82,66,250,std-659,male,group D,high school,4
0,0,16,72,54,64,206,std-660,male,group D,master's degree,4
1,0,47,91,63,69,270,std-661,male,group A,bachelor's degree,0
1,0,35,100,62,83,280,std-662,male,group C,some college,2
0,0,49,67,95,37,248,std-663,male,group C,some high school,2
0,0,35,69,48,75,227,std-664,male,group A,some college,0
0,1,91,46,50,86,273,std-665,male,group D,high school,4
0,0,31,76,89,55,251,std-666,male,group D,bachelor's degree,4
1,0,25,53,53,59,190,std-667,male,group C,high school,2
1,0,43,75,59,45,222,std-668,male,group D,high school,4
1,0,86,100,54,55,295,std-669,male,group E,some high school,0
1,0,40,91,100,43,274,std-670,male,group E,bachelor's degree,0
1,0,39,85,68,66,258,std-671,male,group E,high school,0
0,0,43,49,63,41,196,std-672,male,group D,high school,4
0,1,21,52,52,49,174,std-673,male,group D,associate's degree,4
1,1,67,78,85,69,299,std-674,male,group C,bachelor's degree,2
1,0,14,89,48,44,195,std-675,male,group D,high school,4
0,1,29,65,66,66,226,std-676,male,group D,some college,4
0,0,94,73,82,51,300,std-677,male,group C,bachelor's degree,2
1,0,33,58,84,62,237,std-678,male,group E,some college,0
0,0,35,76,53,64,228,std-679,male,group B,master's degree,0
0,0,49,75,48,56,228,std-680,male,group C,bachelor's degree,2
0,1,56,75,70,80,281,std-681,male,group D,some high school,4
0,0,42,84,64,88,278,std-682,male,group E,high school,0
1,1,57,48,57,49,211,std-683,male,group C,master's degree,2
1,0,98,17,70,15,200,std-684,male,group D,some college,4
0,1,73,99,66,49,287,std-685,male,group C,some college,2
1,0,47,70,71,92,280,std-686,male,group C,associate's degree,2
1,0,64,80,35,95,274,std-687,male,group E,associate's degree,0
0,0,16,42,58,53,169,std-688,male,group E,some college,0
1,0,98,63,78,61,300,std-689,male,group B,associate's degree,0
1,0,62,56,39,46,203,std-690,male,group A,some high school,0
0,0,32,73,74,55,234,std-691,male,group B,some college,0
0,0,48,76,67,21,212,std-692,male,group B,some college,0
1,1,57,47,30,57,191,std-693,male,group D,some high school,4
1,0,33,62,57,48,200,std-694,male,group A,bachelor's degree,0
1,1,59,94,86,76,315,std-695,male,group C,some college,2
1,0,52,100,49,68,269,std-696,male,group C,some college,2
1,0,44,79,77,18,218,std-697,male,group C,some college,2
1,1,49,88,73,68,278,std-698,male,group A,associate's degree,0
0,1,20,53,83,35,191,std-699,male,group C,associate's degree,2
1,0,21,62,56,38,177,std-700,male,group A,associate's degree,0
0,0,51,99,76,99,325,std-701,male,group E,some college,0
0,0,51,65,48,63,227,std-702,male,group D,master's degree,4
1,0,28,51,56,69,204,std-703,male,group D,bachelor's degree,4
1,0,62,100,88,77,327,std-704,male,group D,master's degree,4
1,0,63,75,74,90,302,std-705,male,group D,some high school,4
1,0,30,54,52,37,173,std-706,male,group D,some college,4
1,0,89,56,60,53,258,std-707,male,group D,some college,4
0,0,56,62,58,71,247,std-708,male,group A,bachelor's degree,0
0,0,30,54,40,100,224,std-709,male,group D,some high school,4
1,0,69,68,70,56,263,std-710,male,group C,bachelor's degree,2
1,0,20,100,62,52,234,std-711,male,group D,associate's degree,4
1,0,59,87,43,99,288,std-712,male,group D,bachelor's degree,4
1,1,58,100,49,100,307,std-713,male,group D,high school,4
0,1,66,72,59,51,248,std-714,male,group C,master's degree,2
0,0,73,60,58,53,244,std-715,male,group C,some high school,2
0,1,79,44,36,53,212,std-716,male,group C,high school,2
1,0,62,57,68,81,268,std-717,male,group C,high school,2
1,0,89,93,72,68,322,std-718,male,group D,associate's degree,4
0,0,76,87,84,78,325,std-719,male,group D,associate's degree,4
1,0,30,100,64,48,242,std-720,male,group A,associate's degree,0
1,0,22,98,92,67,279,std-721,male,group C,associate's degree,2
1,0,100,88,80,58,326,std-722,male,group D,some college,4
1,0,69,94,90,100,353,std-723,male,group B,high school,0
1,0,91,74,88,31,284,std-724,male,group C,associate's degree,2
1,1,61,45,51,49,206,std-725,male,group B,bachelor's degree,0
1,0,63,70,58,75,266,std-726,male,group D,associate's degree,4
1,0,52,33,36,53,174,std-727,male,group C,some college,2
1,0,81,76,55,76,288,std-728,male,group D,some college,4
1,1,26,84,23,83,216,std-729,male,group E,high school,0
1,1,51,77,95,87,310,std-731,male,group E,associate's degree,0
0,0,23,52,48,50,173,std-732,male,group D,some high school,4
0,0,46,44,80,64,234,std-733,male,group C,some college,2
0,0,35,34,78,36,183,std-734,male,group B,high school,0
0,0,28,61,64,68,221,std-735,male,group D,associate's degree,4
1,1,80,86,80,40,286,std-736,male,group D,associate's degree,4
1,1,33,100,59,86,278,std-737,male,group A,high school,0
1,0,42,43,74,78,237,std-738,male,group E,bachelor's degree,0
0,0,24,73,45,92,234,std-739,male,group E,some college,0
1,0,97,68,67,100,332,std-740,male,group A,some college,0
1,0,33,69,34,85,221,std-741,male,group A,associate's degree,0
0,0,80,73,76,85,314,std-742,male,group B,some high school,0
0,1,22,81,66,60,229,std-743,male,group B,some college,0
1,0,37,71,74,45,227,std-744,male,group D,associate's degree,4
0,1,75,99,68,97,339,std-745,male,group C,master's degree,2
0,0,57,59,88,55,259,std-746,male,group D,high school,4
1,1,73,61,100,60,294,std-748,male,group C,high school,2
0,0,100,90,71,56,317,std-749,male,group C,bachelor's degree,2
0,0,100,91,97,71,359,std-750,male,group C,high school,2
0,0,17,67,68,59,211,std-751,male,group B,bachelor's degree,0
1,1,65,86,70,100,321,std-752,male,group C,some high school,2
1,0,91,76,94,83,344,std-753,male,group B,associate's degree,0
0,0,23,69,35,64,191,std-754,male,group A,high school,0
1,0,38,87,30,71,226,std-755,male,group C,bachelor's degree,2
0,0,45,69,52,26,192,std-756,male,group E,associate's degree,0
1,1,38,100,71,60,269,std-757,male,group C,some college,2
1,0,84,96,73,59,312,std-758,male,group E,bachelor's degree,0
1,1,30,71,50,74,225,std-759,male,group E,some high school,0
1,1,27,58,51,69,205,std-760,male,group D,bachelor's degree,4
0,0,67,93,58,81,299,std-761,male,group D,some high school,4
0,1,56,61,79,91,287,std-762,male,group C,some high school,2
0,1,62,94,98,60,314,std-763,male,group C,bachelor's degree,2
1,0,8,52,81,54,195,std-764,male,group C,some high school,2
0,1,33,97,25,58,213,std-765,male,group E,some high school,0
1,1,77,81,70,89,317,std-766,male,group B,bachelor's degree,0
1,0,69,93,73,88,323,std-767,male,group B,bachelor's degree,0
0,0,49,100,57,49,255,std-769,male,group C,some high school,2
1,0,57,94,76,45,272,std-775,male,group D,high school,4
0,1,13,44,96,66,219,std-776,male,group E,some high school,0
0,1,68,83,87,61,299,std-777,male,group E,high school,0
1,1,37,57,71,29,194,std-778,male,group D,some college,4
1,1,31,100,87,82,300,std-779,male,group D,some college,4
0,1,81,91,76,81,329,std-780,male,group C,associate's degree,2
1,0,57,97,59,84,297,std-781,male,group C,high school,2
1,1,71,92,80,88,331,std-782,male,group D,some high school,4
1,1,17,72,84,72,245,std-783,male,group D,bachelor's degree,4
0,0,44,77,59,77,257,std-784,male,group E,some college,0
1,0,19,78,74,65,236,std-786,male,group C,bachelor's degree,2
0,0,43,100,54,51,248,std-787,male,group A,some college,0
1,0,84,17,67,51,219,std-788,male,group B,high school,0
1,0,92,54,74,85,305,std-789,male,group D,associate's degree,4
1,1,69,73,99,31,272,std-790,male,group D,high school,4
1,0,14,66,72,61,213,std-791,male,group B,master's degree,0
1,0,42,79,68,32,221,std-792,male,group B,some high school,0
0,0,64,81,82,92,319,std-793,male,group D,bachelor's degree,4
1,1,22,86,55,44,207,std-794,male,group D,high school,4
1,1,49,63,75,82,269,std-795,male,group E,bachelor's degree,0
0,1,51,80,44,56,231,std-797,male,group C,some college,2
1,1,41,67,85,70,263,std-798,male,group C,high school,2
1,1,95,73,68,58,294,std-799,male,group B,some college,0
0,0,44,100,68,69,281,std-800,male,group A,some college,0
1,0,40,100,82,85,307,std-801,male,group E,high school,0
1,1,33,86,52,74,245,std-802,male,group E,some high school,0
1,1,35,64,62,56,217,std-803,male,group E,some college,0
0,0,21,87,74,51,233,std-804,male,group E,some college,0
1,0,19,62,55,58,194,std-805,male,group B,some college,0
1,1,25,96,100,81,302,std-806,male,group E,high school,0
0,1,61,48,63,68,240,std-807,male,group D,high school,4
0,0,28,93,48,95,264,std-808,male,group B,associate's degree,0
0,0,19,70,42,91,222,std-809,male,group B,high school,0
1,0,34,79,96,51,260,std-810,male,group C,high school,2
0,1,81,90,81,65,317,std-811,male,group E,some high school,0
1,0,81,57,51,46,235,std-812,male,group B,some college,0
0,0,62,94,48,72,276,std-813,male,group E,high school,0
0,1,45,55,58,62,220,std-814,male,group E,bachelor's degree,0
1,0,45,20,34,71,170,std-815,male,group E,some college,0
1,0,75,81,46,67,269,std-816,male,group B,bachelor's degree,0
0,0,69,54,52,50,225,std-817,male,group B,master's degree,0
0,0,43,54,71,75,243,std-818,male,group C,associate's degree,2
1,1,25,63,50,52,190,std-819,male,group C,some college,2
0,1,64,70,57,76,267,std-820,male,group D,some college,4
1,0,36,85,84,100,305,std-821,male,group D,some college,4
1,0,18,77,76,89,260,std-822,male,group C,bachelor's degree,2
0,1,46,84,73,48,251,std-823,male,group E,some college,0
0,0,19,100,83,70,272,std-824,male,group A,high school,0
0,0,51,74,49,54,228,std-825,male,group B,some high school,0
1,0,49,44,37,77,207,std-826,male,group D,associate's degree,4
1,0,31,89,49,98,267,std-827,male,group B,master's degree,0
1,0,60,86,71,57,274,std-828,male,group B,some college,0
0,1,61,90,70,62,283,std-830,male,group E,bachelor's degree,0
0,0,29,72,87,78,266,std-831,male,group A,some college,0
1,0,34,58,47,32,171,std-832,male,group B,some college,0
0,1,30,69,95,30,224,std-833,male,group C,high school,2
0,1,100,55,57,48,260,std-835,male,group E,high school,0
0,1,48,97,70,59,274,std-836,male,group C,some high school,2
1,0,64,59,43,87,253,std-837,male,group D,some college,4
0,0,94,77,72,76,319,std-838,male,group D,bachelor's degree,4
1,1,19,87,81,26,213,std-839,male,group D,associate's degree,4
1,1,22,33,65,100,220,std-840,male,group D,associate's degree,4
1,1,77,74,90,34,275,std-841,male,group C,some college,2
0,0,64,75,67,47,253,std-843,male,group D,associate's degree,4
1,0,55,85,60,85,285,std-844,male,group C,some college,2
0,0,79,92,87,41,299,std-845,male,group C,high school,2
1,0,72,100,47,81,300,std-846,male,group B,some high school,0
0,0,67,74,67,66,274,std-847,male,group C,high school,2
0,0,51,94,68,100,313,std-848,male,group D,associate's degree,4
1,0,34,63,65,96,258,std-849,male,group E,master's degree,0
1,1,74,74,94,56,298,std-850,male,group B,bachelor's degree,0
0,0,82,67,76,48,273,std-851,male,group B,some college,0
1,1,95,64,38,73,270,std-852,male,group B,some college,0
1,0,32,68,56,67,223,std-853,male,group E,bachelor's degree,0
0,1,83,65,83,91,322,std-854,male,group C,bachelor's degree,2
0,1,54,71,60,31,216,std-855,male,group B,master's degree,0
0,1,44,55,44,47,190,std-856,male,group C,bachelor's degree,2
1,1,34,59,38,52,183,std-857,male,group E,some college,0
1,0,17,49,62,43,171,std-858,male,group C,some college,2
1,1,59,47,39,62,207,std-859,male,group C,some college,2
0,0,66,88,66,64,284,std-860,male,group A,bachelor's degree,0
0,1,37,58,93,61,249,std-861,male,group C,high school,2
0,1,34,94,89,41,258,std-862,male,group D,some college,4
0,1,34,93,71,36,234,std-863,male,group C,high school,2
1,0,83,70,53,81,287,std-864,male,group C,high school,2
1,0,34,63,52,96,245,std-865,male,group B,associate's degree,0
0,0,72,77,52,55,256,std-866,male,group D,some high school,4
1,1,20,60,63,42,185,std-867,male,group B,high school,0
1,1,24,91,100,82,297,std-869,male,group C,associate's degree,2
1,0,44,87,55,29,215,std-870,male,group C,some high school,2
1,1,97,46,100,82,325,std-872,male,group C,bachelor's degree,2
0,1,26,86,61,38,211,std-873,male,group C,some college,2
1,0,44,66,60,68,238,std-874,male,group E,associate's degree,0
0,0,21,100,86,66,273,std-875,male,group C,some college,2
1,1,61,96,25,85,267,std-876,male,group E,associate's degree,0
1,1,100,50,64,87,301,std-877,male,group E,some college,0
0,1,51,83,48,77,259,std-878,male,group D,some high school,4
1,0,71,78,67,61,277,std-879,male,group E,master's degree,0
1,0,50,46,52,40,188,std-880,male,group D,associate's degree,4
1,0,72,86,48,63,269,std-881,male,group C,high school,2
0,0,51,87,66,51,255,std-882,male,group B,associate's degree,0
1,0,27,73,73,45,218,std-883,male,group E,high school,0
1,0,66,94,74,67,301,std-884,male,group B,bachelor's degree,0
1,0,24,78,74,67,243,std-885,male,group C,associate's degree,2
1,0,57,64,82,57,260,std-886,male,group B,associate's degree,0
0,1,53,56,69,43,221,std-888,male,group E,some college,0
1,0,62,62,72,78,274,std-889,male,group C,associate's degree,2
