TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionType,Location,Channel,CustomerOccupation,Cluster,Category
711.3,21,51,1,955.4,Debit,San Jose,Branch,Student,0,Transaksi Normal
12.23,42,139,1,7844.88,Debit,Houston,ATM,Engineer,0,Transaksi Normal
350.94,20,64,1,221.56,Debit,Colorado Springs,ATM,Student,0,Transaksi Normal
301.85,54,25,1,6586.19,Debit,Columbus,Online,Engineer,0,Transaksi Normal
29.34,65,30,1,3944.82,Debit,Louisville,Online,Retired,0,Transaksi Normal
231.71,27,148,1,1127.98,Debit,Raleigh,Branch,Student,0,Transaksi Normal
179.43,58,244,1,2626.63,Debit,Oklahoma City,ATM,Retired,0,Transaksi Normal
36.71,48,55,1,6459.38,Debit,Jacksonville,Branch,Doctor,0,Transaksi Normal
138.12,53,281,1,1649.69,Credit,Los Angeles,Branch,Doctor,1,Transaksi Abnormal
233.24,33,72,1,6939.23,Debit,Louisville,ATM,Engineer,0,Transaksi Normal
609.14,39,177,1,9033.87,Debit,Tucson,ATM,Engineer,0,Transaksi Normal
436.64,31,111,1,14365.18,Debit,Los Angeles,Branch,Doctor,0,Transaksi Normal
870.43,29,55,1,10115.18,Debit,Los Angeles,Branch,Doctor,0,Transaksi Normal
354.4,74,128,1,7358.65,Debit,Chicago,ATM,Retired,0,Transaksi Normal
22.63,53,112,1,4438.03,Debit,Kansas City,Online,Engineer,0,Transaksi Normal
182.19,26,53,1,1176.1,Debit,Mesa,Branch,Student,0,Transaksi Normal
126.81,26,290,1,5427.98,Debit,Philadelphia,Branch,Engineer,0,Transaksi Normal
288.17,37,50,1,3653.11,Debit,Virginia Beach,Online,Engineer,0,Transaksi Normal
118.77,55,123,1,2104.82,Debit,Atlanta,Branch,Engineer,0,Transaksi Normal
651.82,21,166,1,1802.77,Debit,Indianapolis,ATM,Student,0,Transaksi Normal
66.65,37,33,1,3559.96,Debit,Detroit,ATM,Engineer,0,Transaksi Normal
98.53,69,166,1,3564.8,Debit,Denver,Branch,Retired,0,Transaksi Normal
138.95,71,30,1,6752.92,Debit,Washington,Online,Retired,0,Transaksi Normal
33.89,26,177,1,1444.75,Debit,Nashville,Branch,Student,0,Transaksi Normal
23.71,58,164,1,10788.89,Debit,Atlanta,Branch,Doctor,0,Transaksi Normal
1830.0,55,238,1,2235.7,Debit,San Antonio,Online,Engineer,0,Transaksi Normal
26.06,65,283,1,12893.63,Debit,San Diego,ATM,Doctor,0,Transaksi Normal
17.07,27,44,1,2798.15,Debit,Los Angeles,Branch,Engineer,0,Transaksi Normal
703.89,46,62,1,3583.67,Debit,San Antonio,Online,Engineer,0,Transaksi Normal
1271.9,47,155,1,2120.8,Debit,Houston,ATM,Engineer,0,Transaksi Normal
26.55,77,228,1,3085.38,Debit,Houston,ATM,Retired,0,Transaksi Normal
147.4,42,259,1,6797.71,Debit,San Jose,Branch,Engineer,0,Transaksi Normal
202.11,27,18,1,746.47,Debit,Memphis,ATM,Student,0,Transaksi Normal
308.42,75,39,1,5427.81,Debit,Nashville,Branch,Retired,0,Transaksi Normal
11.18,53,144,1,7467.3,Debit,Miami,ATM,Engineer,0,Transaksi Normal
294.15,38,136,1,6362.16,Debit,Fresno,Online,Engineer,0,Transaksi Normal
29.58,54,121,1,8345.26,Debit,Colorado Springs,Branch,Engineer,0,Transaksi Normal
139.45,27,31,1,1305.76,Debit,Boston,Online,Student,0,Transaksi Normal
432.63,29,137,1,13648.36,Debit,Colorado Springs,ATM,Doctor,0,Transaksi Normal
131.43,43,65,1,1337.5,Debit,Charlotte,Online,Doctor,0,Transaksi Normal
516.72,42,128,1,2015.69,Debit,Mesa,ATM,Engineer,0,Transaksi Normal
121.82,69,123,3,8354.54,Debit,Colorado Springs,Online,Doctor,0,Transaksi Normal
374.5,26,178,1,1671.51,Credit,San Francisco,Branch,Student,1,Transaksi Abnormal
166.13,68,227,1,11822.53,Debit,Omaha,ATM,Doctor,0,Transaksi Normal
626.9,23,146,1,587.11,Debit,Chicago,ATM,Student,0,Transaksi Normal
466.85,56,165,1,5422.53,Debit,Austin,Branch,Retired,0,Transaksi Normal
788.84,58,231,1,1913.73,Debit,Phoenix,Online,Retired,0,Transaksi Normal
873.65,37,59,1,12139.83,Credit,Oklahoma City,Online,Doctor,1,Transaksi Abnormal
525.28,69,134,1,4693.6,Debit,Colorado Springs,ATM,Retired,0,Transaksi Normal
110.17,30,137,1,464.2,Debit,Raleigh,ATM,Engineer,0,Transaksi Normal
632.69,80,76,1,4363.74,Debit,Denver,ATM,Retired,0,Transaksi Normal
124.35,72,90,1,3319.76,Debit,Oklahoma City,ATM,Retired,0,Transaksi Normal
43.85,62,122,1,4356.98,Debit,Fresno,ATM,Retired,0,Transaksi Normal
283.81,28,29,1,1519.35,Debit,San Diego,Branch,Student,0,Transaksi Normal
168.53,71,112,1,5962.58,Debit,San Francisco,ATM,Retired,0,Transaksi Normal
218.59,40,123,1,6699.23,Credit,Denver,Branch,Engineer,1,Transaksi Abnormal
132.84,21,143,1,822.73,Debit,Oklahoma City,ATM,Student,0,Transaksi Normal
157.37,42,289,1,13964.31,Credit,Dallas,Branch,Doctor,1,Transaksi Abnormal
144.77,20,159,1,867.32,Debit,Albuquerque,Online,Student,0,Transaksi Normal
643.22,64,93,1,1035.86,Debit,Atlanta,ATM,Doctor,0,Transaksi Normal
1392.54,41,297,1,13347.69,Debit,El Paso,Branch,Doctor,0,Transaksi Normal
208.07,32,36,1,8478.9,Debit,Oklahoma City,Online,Doctor,0,Transaksi Normal
94.3,57,57,1,11088.95,Debit,Phoenix,Branch,Doctor,0,Transaksi Normal
295.5,59,36,1,6280.66,Debit,Mesa,ATM,Retired,0,Transaksi Normal
30.23,44,99,1,481.13,Debit,Austin,ATM,Doctor,0,Transaksi Normal
112.05,26,159,1,1122.88,Credit,Phoenix,ATM,Student,1,Transaksi Abnormal
180.24,58,144,1,8431.23,Debit,Phoenix,Branch,Engineer,0,Transaksi Normal
13.71,38,148,1,8342.79,Credit,Denver,Online,Engineer,1,Transaksi Abnormal
96.54,58,95,1,7182.22,Debit,New York,Branch,Retired,0,Transaksi Normal
79.35,67,70,1,1692.15,Debit,Los Angeles,Online,Retired,0,Transaksi Normal
101.04,27,160,1,1695.57,Debit,San Antonio,ATM,Student,0,Transaksi Normal
74.42,49,68,1,6264.21,Debit,El Paso,Online,Engineer,0,Transaksi Normal
39.66,52,169,1,8497.34,Debit,Virginia Beach,Branch,Engineer,0,Transaksi Normal
99.36,40,46,1,1272.12,Debit,Seattle,ATM,Doctor,0,Transaksi Normal
123.85,56,244,1,3959.62,Debit,Las Vegas,Online,Engineer,0,Transaksi Normal
426.93,19,248,1,476.19,Debit,Omaha,ATM,Student,0,Transaksi Normal
133.73,25,123,1,1872.22,Credit,San Jose,Online,Student,1,Transaksi Abnormal
222.39,49,73,1,3117.39,Debit,Virginia Beach,Online,Engineer,0,Transaksi Normal
215.94,22,140,1,1841.69,Credit,Virginia Beach,Online,Student,1,Transaksi Abnormal
6.3,80,283,5,7697.68,Debit,Columbus,Branch,Retired,0,Transaksi Normal
826.23,29,209,1,7580.59,Debit,Colorado Springs,ATM,Doctor,0,Transaksi Normal
416.37,35,67,1,7936.91,Debit,Columbus,Online,Engineer,0,Transaksi Normal
131.46,67,258,1,6642.33,Debit,Charlotte,Branch,Retired,0,Transaksi Normal
202.86,61,149,1,7642.25,Credit,Memphis,Branch,Doctor,1,Transaksi Abnormal
268.39,26,171,1,136.74,Debit,Miami,ATM,Student,0,Transaksi Normal
194.85,23,130,4,319.84,Debit,Jacksonville,Online,Student,0,Transaksi Normal
137.35,40,220,1,12662.66,Credit,Sacramento,Online,Doctor,1,Transaksi Abnormal
712.75,44,25,1,8126.06,Debit,Philadelphia,Branch,Doctor,0,Transaksi Normal
353.82,42,143,1,705.75,Debit,Milwaukee,ATM,Doctor,0,Transaksi Normal
507.25,73,143,1,5331.57,Debit,Washington,Branch,Retired,0,Transaksi Normal
212.74,27,128,1,7645.47,Debit,Seattle,Branch,Engineer,0,Transaksi Normal
364.42,51,146,1,8119.73,Debit,Colorado Springs,ATM,Engineer,0,Transaksi Normal
195.12,46,144,1,6101.15,Debit,Louisville,ATM,Doctor,0,Transaksi Normal
230.61,80,204,1,2561.42,Debit,Raleigh,Branch,Retired,0,Transaksi Normal
739.28,58,47,1,11905.64,Credit,Tucson,Branch,Doctor,1,Transaksi Abnormal
390.35,64,61,1,7095.88,Credit,Omaha,ATM,Doctor,1,Transaksi Abnormal
242.03,58,124,1,4382.73,Debit,Dallas,Online,Engineer,0,Transaksi Normal
242.39,18,271,1,1328.73,Credit,San Antonio,ATM,Student,1,Transaksi Abnormal
135.03,23,180,1,1278.0,Debit,San Francisco,ATM,Student,0,Transaksi Normal
83.5,61,91,5,1749.79,Debit,Dallas,Branch,Retired,0,Transaksi Normal
193.54,80,267,1,2929.51,Debit,Oklahoma City,Branch,Retired,0,Transaksi Normal
617.36,29,61,1,8926.38,Debit,Kansas City,Branch,Engineer,0,Transaksi Normal
775.23,59,38,1,5977.59,Credit,Albuquerque,Online,Doctor,1,Transaksi Abnormal
266.57,72,100,1,7676.92,Debit,El Paso,ATM,Retired,0,Transaksi Normal
153.4,45,144,1,4657.7,Debit,Mesa,ATM,Engineer,0,Transaksi Normal
946.94,53,251,1,5579.11,Debit,Charlotte,Branch,Retired,0,Transaksi Normal
5.12,34,90,1,3293.01,Debit,New York,Branch,Engineer,0,Transaksi Normal
119.11,57,131,1,7998.25,Debit,Detroit,ATM,Engineer,0,Transaksi Normal
1096.7,24,147,1,1093.89,Debit,Colorado Springs,Online,Student,0,Transaksi Normal
119.72,30,123,1,3435.34,Debit,Tucson,Branch,Engineer,0,Transaksi Normal
107.4,58,32,1,344.07,Debit,Virginia Beach,Online,Doctor,0,Transaksi Normal
115.92,53,57,1,3897.17,Debit,Raleigh,ATM,Retired,0,Transaksi Normal
438.04,67,247,1,5358.95,Debit,Philadelphia,ATM,Retired,0,Transaksi Normal
677.29,27,287,1,627.79,Debit,Houston,Online,Engineer,0,Transaksi Normal
296.0,35,248,1,7418.82,Debit,Las Vegas,Branch,Doctor,0,Transaksi Normal
299.09,36,84,1,5615.26,Credit,Boston,Branch,Engineer,1,Transaksi Abnormal
461.52,24,44,1,1995.18,Credit,Denver,Branch,Student,1,Transaksi Abnormal
100.52,50,110,1,453.39,Debit,Las Vegas,ATM,Engineer,0,Transaksi Normal
85.35,66,166,1,2173.76,Debit,Washington,ATM,Retired,0,Transaksi Normal
79.76,39,170,1,6452.14,Debit,Raleigh,Branch,Engineer,0,Transaksi Normal
778.49,75,107,1,7713.67,Credit,Omaha,Online,Retired,1,Transaksi Abnormal
386.38,42,135,1,5528.36,Debit,Phoenix,Online,Engineer,0,Transaksi Normal
165.25,35,106,1,9939.94,Debit,Sacramento,Online,Doctor,0,Transaksi Normal
14.29,34,150,1,7016.99,Debit,Los Angeles,ATM,Engineer,0,Transaksi Normal
232.79,55,145,1,2661.3,Credit,Indianapolis,Branch,Retired,1,Transaksi Abnormal
1237.56,60,159,1,9410.17,Credit,Austin,Branch,Engineer,1,Transaksi Abnormal
92.29,54,115,1,2026.32,Debit,Albuquerque,Branch,Engineer,0,Transaksi Normal
293.97,68,153,1,7371.85,Debit,Phoenix,Branch,Retired,0,Transaksi Normal
136.32,19,113,1,264.83,Debit,Miami,Online,Student,0,Transaksi Normal
251.06,36,34,1,10001.66,Debit,Colorado Springs,Online,Doctor,0,Transaksi Normal
50.17,77,35,1,7752.14,Credit,Sacramento,ATM,Retired,1,Transaksi Abnormal
21.4,34,258,1,9594.11,Debit,Fresno,Branch,Engineer,0,Transaksi Normal
73.28,21,21,1,1329.41,Debit,Boston,Branch,Student,0,Transaksi Normal
70.23,38,260,1,11624.93,Debit,Memphis,ATM,Doctor,0,Transaksi Normal
689.29,22,100,1,168.84,Debit,El Paso,ATM,Student,0,Transaksi Normal
745.03,28,231,1,160.57,Debit,Fort Worth,Online,Student,0,Transaksi Normal
54.61,58,160,1,7135.64,Debit,Milwaukee,ATM,Engineer,0,Transaksi Normal
54.05,27,146,1,469.14,Debit,Louisville,Branch,Student,0,Transaksi Normal
107.47,67,144,1,7517.5,Debit,Austin,Online,Retired,0,Transaksi Normal
611.11,20,282,4,919.84,Debit,Detroit,ATM,Student,0,Transaksi Normal
219.63,48,44,1,8013.63,Debit,Charlotte,ATM,Doctor,0,Transaksi Normal
188.7,54,123,1,5077.06,Debit,New York,Branch,Retired,0,Transaksi Normal
93.52,51,97,1,2791.2,Debit,Philadelphia,Online,Engineer,0,Transaksi Normal
275.92,62,107,1,1777.38,Credit,Nashville,Branch,Retired,1,Transaksi Abnormal
376.79,68,265,1,7749.14,Debit,Milwaukee,Branch,Retired,0,Transaksi Normal
8.98,66,56,1,4516.76,Debit,Detroit,Online,Retired,0,Transaksi Normal
697.32,68,91,1,2016.02,Debit,Atlanta,Online,Retired,0,Transaksi Normal
17.45,18,88,1,1959.52,Debit,Omaha,ATM,Student,0,Transaksi Normal
302.16,80,138,5,3876.61,Debit,Kansas City,Online,Retired,0,Transaksi Normal
442.74,23,136,1,1790.27,Debit,San Diego,Branch,Student,0,Transaksi Normal
623.9,27,249,1,711.47,Debit,San Jose,ATM,Student,0,Transaksi Normal
445.41,35,235,3,12154.66,Debit,Fresno,ATM,Doctor,0,Transaksi Normal
63.41,26,36,1,1546.22,Debit,Fort Worth,ATM,Student,0,Transaksi Normal
346.85,44,88,1,7208.15,Debit,Kansas City,ATM,Doctor,0,Transaksi Normal
71.95,59,53,1,9267.32,Credit,Omaha,Online,Engineer,1,Transaksi Abnormal
7.5,63,36,1,6485.78,Debit,Dallas,Online,Retired,0,Transaksi Normal
206.46,65,279,1,3984.38,Debit,Virginia Beach,ATM,Retired,0,Transaksi Normal
423.11,60,47,1,412.78,Debit,Columbus,ATM,Engineer,0,Transaksi Normal
35.84,54,172,1,4795.65,Credit,Colorado Springs,Online,Retired,1,Transaksi Abnormal
88.6,28,105,1,246.57,Credit,Raleigh,Branch,Student,1,Transaksi Abnormal
1431.3,18,168,1,1058.13,Debit,Oklahoma City,ATM,Student,0,Transaksi Normal
53.81,55,37,2,2564.62,Credit,Raleigh,ATM,Engineer,1,Transaksi Abnormal
22.46,54,78,1,6631.5,Debit,New York,Online,Retired,0,Transaksi Normal
334.89,21,260,1,1661.68,Debit,Fort Worth,Online,Student,0,Transaksi Normal
319.27,54,59,1,5504.01,Credit,Omaha,Online,Retired,1,Transaksi Abnormal
144.3,18,88,1,312.19,Debit,Oklahoma City,ATM,Student,0,Transaksi Normal
348.7,69,149,1,2445.58,Credit,Fresno,Branch,Retired,1,Transaksi Abnormal
366.21,62,181,1,10862.99,Debit,Oklahoma City,ATM,Doctor,0,Transaksi Normal
99.11,55,12,1,5414.87,Debit,Philadelphia,Online,Retired,0,Transaksi Normal
539.35,55,127,1,3919.44,Debit,Milwaukee,ATM,Retired,0,Transaksi Normal
188.99,58,92,1,7315.34,Debit,Oklahoma City,Branch,Engineer,0,Transaksi Normal
1416.69,46,58,1,3740.73,Debit,Nashville,ATM,Engineer,0,Transaksi Normal
710.14,26,227,1,465.63,Debit,El Paso,ATM,Student,0,Transaksi Normal
308.68,53,170,1,9992.36,Debit,Milwaukee,Online,Doctor,0,Transaksi Normal
166.68,57,139,1,5141.19,Debit,Mesa,ATM,Retired,0,Transaksi Normal
0.99,45,133,1,4317.85,Debit,Los Angeles,ATM,Engineer,0,Transaksi Normal
505.19,30,128,5,5326.68,Debit,Kansas City,ATM,Doctor,0,Transaksi Normal
66.58,23,79,1,1636.32,Debit,Raleigh,Branch,Student,0,Transaksi Normal
223.43,77,178,1,7932.41,Debit,Dallas,Branch,Retired,0,Transaksi Normal
659.95,60,114,1,3927.69,Debit,Detroit,Online,Engineer,0,Transaksi Normal
634.86,27,45,1,588.5,Debit,Chicago,ATM,Student,0,Transaksi Normal
286.5,30,60,1,8517.95,Credit,Boston,Branch,Engineer,1,Transaksi Abnormal
322.96,76,168,1,2401.59,Credit,Philadelphia,Branch,Retired,1,Transaksi Abnormal
654.48,19,114,1,6776.41,Debit,Columbus,Branch,Student,0,Transaksi Normal
157.97,48,140,1,5529.92,Debit,Philadelphia,Branch,Doctor,0,Transaksi Normal
120.9,40,52,1,9009.42,Debit,Tucson,Branch,Doctor,0,Transaksi Normal
254.77,57,57,1,5994.87,Debit,Denver,Branch,Engineer,0,Transaksi Normal
795.96,65,119,1,5468.58,Debit,Raleigh,Online,Retired,0,Transaksi Normal
149.25,39,142,1,5677.52,Debit,Omaha,ATM,Engineer,0,Transaksi Normal
3.42,43,158,1,14180.21,Credit,San Antonio,Online,Doctor,1,Transaksi Abnormal
68.19,40,189,1,9895.1,Credit,Fresno,Online,Doctor,1,Transaksi Abnormal
493.42,39,111,1,2232.84,Debit,Baltimore,Branch,Engineer,0,Transaksi Normal
37.57,57,42,1,7739.54,Debit,El Paso,ATM,Retired,0,Transaksi Normal
127.0,19,68,5,431.16,Credit,Nashville,Branch,Student,1,Transaksi Abnormal
96.89,59,53,1,6044.93,Debit,Sacramento,ATM,Retired,0,Transaksi Normal
448.33,25,161,1,922.19,Debit,Atlanta,ATM,Student,0,Transaksi Normal
1116.48,51,55,1,447.53,Debit,San Diego,ATM,Engineer,0,Transaksi Normal
8.65,48,273,1,10778.35,Debit,Las Vegas,Online,Doctor,0,Transaksi Normal
65.57,41,82,1,7513.79,Debit,Miami,Online,Engineer,0,Transaksi Normal
539.81,46,177,1,2051.25,Debit,San Francisco,Online,Engineer,0,Transaksi Normal
363.53,63,142,1,1038.91,Debit,Kansas City,ATM,Retired,0,Transaksi Normal
64.9,51,72,1,6854.61,Credit,Detroit,Branch,Retired,1,Transaksi Abnormal
358.18,18,157,1,619.86,Debit,Boston,ATM,Student,0,Transaksi Normal
167.2,30,84,1,11320.83,Debit,San Antonio,Branch,Doctor,0,Transaksi Normal
121.91,60,133,1,14510.8,Debit,Chicago,Branch,Doctor,0,Transaksi Normal
137.57,54,70,1,5103.67,Debit,Louisville,Online,Engineer,0,Transaksi Normal
534.62,55,45,1,13793.53,Debit,Oklahoma City,Online,Doctor,0,Transaksi Normal
463.92,50,199,1,2403.39,Debit,Mesa,Online,Engineer,0,Transaksi Normal
320.14,60,96,1,3075.97,Debit,Milwaukee,Online,Retired,0,Transaksi Normal
214.93,28,52,1,7835.4,Debit,Albuquerque,Online,Student,0,Transaksi Normal
660.02,20,84,1,414.43,Debit,Nashville,Branch,Student,0,Transaksi Normal
345.81,40,135,1,6116.8,Debit,Raleigh,Branch,Engineer,0,Transaksi Normal
143.54,71,80,1,6067.62,Debit,Philadelphia,ATM,Retired,0,Transaksi Normal
42.55,53,29,1,7341.43,Debit,Seattle,Branch,Engineer,0,Transaksi Normal
1063.25,21,128,1,1240.71,Credit,Omaha,Online,Student,1,Transaksi Abnormal
541.79,22,125,1,1454.08,Debit,Mesa,ATM,Student,0,Transaksi Normal
40.57,26,63,1,1476.91,Debit,Columbus,Branch,Student,0,Transaksi Normal
120.24,18,131,2,1943.13,Debit,Milwaukee,Branch,Student,0,Transaksi Normal
498.67,28,244,1,1719.97,Debit,Miami,Online,Student,0,Transaksi Normal
227.22,53,220,1,832.82,Debit,El Paso,ATM,Doctor,0,Transaksi Normal
1182.86,30,34,1,7696.16,Debit,Tucson,Online,Engineer,0,Transaksi Normal
56.94,76,74,1,7004.63,Credit,Charlotte,Online,Retired,1,Transaksi Abnormal
629.82,68,159,1,6385.69,Debit,Colorado Springs,ATM,Retired,0,Transaksi Normal
59.44,35,176,1,5472.03,Debit,Chicago,Online,Engineer,0,Transaksi Normal
186.69,30,54,1,8602.22,Debit,New York,Branch,Engineer,0,Transaksi Normal
230.46,19,179,1,162.53,Debit,Mesa,Online,Student,0,Transaksi Normal
65.09,44,159,1,9370.9,Credit,Seattle,Online,Engineer,1,Transaksi Abnormal
457.09,55,63,1,8570.82,Credit,Nashville,Online,Engineer,1,Transaksi Abnormal
552.02,44,100,1,522.08,Credit,Chicago,ATM,Engineer,1,Transaksi Abnormal
377.12,34,61,1,836.67,Debit,Houston,ATM,Engineer,0,Transaksi Normal
204.56,18,179,1,364.72,Credit,San Diego,Branch,Student,1,Transaksi Abnormal
420.28,35,144,1,8557.32,Debit,Washington,Branch,Doctor,0,Transaksi Normal
97.09,24,202,4,1579.57,Debit,Fort Worth,ATM,Student,0,Transaksi Normal
124.59,27,171,1,129.29,Debit,Charlotte,Branch,Student,0,Transaksi Normal
73.88,39,34,1,6474.41,Debit,Charlotte,Online,Doctor,0,Transaksi Normal
77.43,21,169,1,1380.21,Debit,Raleigh,Online,Student,0,Transaksi Normal
106.16,56,277,4,7487.79,Debit,Phoenix,ATM,Doctor,0,Transaksi Normal
245.93,54,172,1,7986.63,Debit,Fresno,Branch,Engineer,0,Transaksi Normal
622.41,64,125,1,7322.01,Debit,Indianapolis,ATM,Doctor,0,Transaksi Normal
43.73,34,145,1,9929.43,Debit,Omaha,ATM,Doctor,0,Transaksi Normal
1282.86,19,68,1,1830.98,Debit,Austin,Branch,Student,0,Transaksi Normal
2.03,33,28,1,3012.31,Credit,Detroit,ATM,Engineer,1,Transaksi Abnormal
770.65,31,137,1,7198.8,Debit,Jacksonville,Online,Doctor,0,Transaksi Normal
260.31,63,113,1,10980.38,Debit,Austin,Branch,Doctor,0,Transaksi Normal
356.1,26,187,1,868.35,Credit,Fort Worth,Branch,Student,1,Transaksi Abnormal
27.07,80,39,1,3773.29,Credit,Virginia Beach,Branch,Retired,1,Transaksi Abnormal
119.89,67,60,1,6697.77,Debit,Tucson,ATM,Doctor,0,Transaksi Normal
106.39,37,281,1,9410.99,Debit,Virginia Beach,Online,Doctor,0,Transaksi Normal
12.04,37,58,1,6213.32,Debit,Fort Worth,Online,Engineer,0,Transaksi Normal
365.7,21,115,2,368.78,Debit,Houston,Branch,Student,0,Transaksi Normal
29.38,28,63,1,1663.31,Credit,Baltimore,Branch,Student,1,Transaksi Abnormal
319.85,60,148,1,711.66,Debit,Denver,ATM,Doctor,0,Transaksi Normal
350.14,75,38,1,2403.25,Credit,Los Angeles,Online,Retired,1,Transaksi Abnormal
163.94,52,73,1,5957.37,Credit,Virginia Beach,Branch,Retired,1,Transaksi Abnormal
170.53,24,58,1,801.01,Debit,Oklahoma City,Branch,Student,0,Transaksi Normal
262.22,40,136,1,5711.71,Credit,Baltimore,ATM,Engineer,1,Transaksi Abnormal
41.49,24,13,1,928.33,Debit,Albuquerque,Online,Student,0,Transaksi Normal
121.43,52,243,1,7365.28,Credit,Sacramento,Branch,Engineer,1,Transaksi Abnormal
350.46,51,165,1,5839.38,Debit,Nashville,Branch,Retired,0,Transaksi Normal
220.41,26,155,1,5116.98,Credit,El Paso,Online,Engineer,1,Transaksi Abnormal
33.46,72,111,1,3641.07,Debit,Seattle,ATM,Retired,0,Transaksi Normal
104.79,70,223,1,1352.19,Debit,Denver,ATM,Doctor,0,Transaksi Normal
246.27,29,141,1,7299.86,Debit,Fresno,Online,Doctor,0,Transaksi Normal
48.85,19,176,1,1503.56,Debit,Dallas,ATM,Student,0,Transaksi Normal
332.0,69,17,1,5943.13,Debit,Charlotte,ATM,Retired,0,Transaksi Normal
118.1,54,167,1,895.66,Debit,Memphis,Online,Engineer,0,Transaksi Normal
84.59,67,10,1,5669.1,Credit,Las Vegas,Branch,Doctor,1,Transaksi Abnormal
295.64,21,82,1,1061.96,Debit,Jacksonville,Online,Student,0,Transaksi Normal
514.33,25,160,1,1592.94,Debit,Philadelphia,Branch,Student,0,Transaksi Normal
992.17,43,169,1,6215.96,Debit,San Antonio,ATM,Doctor,0,Transaksi Normal
94.59,39,34,1,6171.89,Debit,Washington,Online,Doctor,0,Transaksi Normal
80.43,59,157,1,5987.67,Debit,Columbus,Branch,Retired,0,Transaksi Normal
54.25,68,37,1,14783.33,Debit,Virginia Beach,Online,Doctor,0,Transaksi Normal
178.88,76,93,4,4708.29,Credit,Dallas,Branch,Retired,1,Transaksi Abnormal
518.85,22,82,1,1806.0,Debit,Kansas City,Online,Student,0,Transaksi Normal
10.65,54,161,1,13240.72,Debit,Louisville,Online,Doctor,0,Transaksi Normal
198.62,27,84,1,1196.07,Credit,Tucson,Branch,Student,1,Transaksi Abnormal
107.03,27,73,1,1408.07,Debit,Miami,Branch,Student,0,Transaksi Normal
139.57,19,263,3,271.78,Debit,Fort Worth,ATM,Student,0,Transaksi Normal
312.47,49,148,4,9419.27,Debit,Milwaukee,ATM,Engineer,0,Transaksi Normal
346.11,41,213,1,9551.64,Debit,Dallas,Branch,Engineer,0,Transaksi Normal
138.06,44,159,1,1070.47,Debit,Charlotte,Branch,Engineer,0,Transaksi Normal
158.02,49,120,1,9374.24,Debit,New York,ATM,Engineer,0,Transaksi Normal
830.01,66,96,1,4253.18,Credit,Chicago,Online,Retired,1,Transaksi Abnormal
435.5,55,112,1,6981.03,Debit,Oklahoma City,ATM,Retired,0,Transaksi Normal
110.49,57,48,1,10483.93,Debit,Raleigh,Online,Doctor,0,Transaksi Normal
329.4,34,68,1,9588.07,Debit,Denver,Online,Doctor,0,Transaksi Normal
635.4,47,106,1,1238.11,Debit,Denver,ATM,Doctor,0,Transaksi Normal
769.97,22,23,1,1244.93,Debit,San Diego,Branch,Student,0,Transaksi Normal
175.07,26,169,1,1040.25,Debit,Colorado Springs,Branch,Student,0,Transaksi Normal
7.31,78,282,1,5757.67,Debit,Las Vegas,Branch,Retired,0,Transaksi Normal
175.15,27,32,1,1712.65,Debit,Detroit,ATM,Student,0,Transaksi Normal
32.54,25,183,4,1544.88,Debit,Oklahoma City,Online,Student,0,Transaksi Normal
121.82,60,119,1,13293.83,Debit,Dallas,Online,Doctor,0,Transaksi Normal
56.12,30,102,1,8839.67,Debit,El Paso,ATM,Doctor,0,Transaksi Normal
424.7,56,178,1,6239.89,Credit,Miami,Online,Retired,1,Transaksi Abnormal
35.16,32,130,1,8459.18,Debit,Chicago,Branch,Engineer,0,Transaksi Normal
35.73,65,87,1,9073.17,Debit,Miami,Branch,Doctor,0,Transaksi Normal
3.44,78,108,1,7561.33,Debit,Fort Worth,ATM,Retired,0,Transaksi Normal
1342.25,21,235,1,694.03,Credit,Fort Worth,Branch,Student,1,Transaksi Abnormal
139.03,50,81,1,2276.57,Credit,Los Angeles,Online,Engineer,1,Transaksi Abnormal
254.92,28,169,1,2791.12,Credit,San Antonio,ATM,Engineer,1,Transaksi Abnormal
115.11,28,139,1,9808.97,Debit,Albuquerque,Online,Engineer,0,Transaksi Normal
